Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2021-06-25,133.11000061035156,265.0199890136719,122.50849914550781,170.072998046875,223.9566650390625
2021-06-28,134.77999877929688,268.7200012207031,122.53600311279297,172.1945037841797,229.57333374023438
2021-06-29,136.3300018310547,271.3999938964844,122.27249908447266,172.40699768066406,226.9199981689453
2021-06-30,136.9600067138672,270.8999938964844,122.0895004272461,172.00799560546875,226.56666564941406
2021-07-01,137.27000427246094,271.6000061035156,122.44450378417969,171.64849853515625,225.97332763671875
2021-07-02,139.9600067138672,277.6499938964844,125.25749969482422,175.5489959716797,226.3000030517578
2021-07-06,142.02000427246094,277.6600036621094,126.19000244140625,183.78700256347656,219.86000061035156
2021-07-07,144.57000732421875,279.92999267578125,126.4739990234375,184.82899475097656,214.88333129882812
2021-07-08,143.24000549316406,277.4200134277344,125.04399871826172,186.57049560546875,217.60333251953125
2021-07-09,145.11000061035156,277.94000244140625,125.51850128173828,185.9669952392578,218.98333740234375
2021-07-12,144.5,277.32000732421875,126.97550201416016,185.92750549316406,228.56666564941406
2021-07-13,145.63999938964844,280.9800109863281,127.34149932861328,183.8679962158203,222.84666442871094
2021-07-14,149.14999389648438,282.510009765625,128.23699951171875,184.08399963378906,217.7933349609375
2021-07-15,148.47999572753906,281.0299987792969,127.00499725341797,181.55999755859375,216.86666870117188
2021-07-16,146.38999938964844,280.75,126.97000122070312,178.68150329589844,214.74000549316406
2021-07-19,142.4499969482422,277.010009765625,124.5780029296875,177.47950744628906,215.4066619873047
2021-07-20,146.14999389648438,279.32000732421875,126.20950317382812,178.6595001220703,220.1666717529297
2021-07-21,145.39999389648438,281.3999938964844,127.54900360107422,179.25999450683594,218.42999267578125
2021-07-22,146.8000030517578,286.1400146484375,128.42149353027344,181.90150451660156,216.4199981689453
2021-07-23,148.55999755859375,289.6700134277344,133.01499938964844,182.83200073242188,214.4600067138672
2021-07-26,148.99000549316406,289.04998779296875,134.03500366210938,184.99099731445312,219.2066650390625
2021-07-27,146.77000427246094,286.5400085449219,131.89999389648438,181.3195037841797,214.92666625976562
2021-07-28,144.97999572753906,286.2200012207031,136.093994140625,181.51600646972656,215.66000366210938
2021-07-29,145.63999938964844,286.5,135.77749633789062,179.99600219726562,225.78334045410156
2021-07-30,145.86000061035156,284.9100036621094,134.72650146484375,166.37950134277344,229.06666564941406
2021-08-02,145.52000427246094,284.82000732421875,134.85450744628906,166.57400512695312,236.55667114257812
2021-08-03,147.36000061035156,287.1199951171875,135.6300048828125,168.31199645996094,236.5800018310547
2021-08-04,146.9499969482422,286.510009765625,135.12550354003906,167.73599243164062,236.97332763671875
2021-08-05,147.05999755859375,289.5199890136719,136.25149536132812,168.79949951171875,238.2100067138672
2021-08-06,146.13999938964844,289.4599914550781,135.73849487304688,167.2469940185547,233.03334045410156
2021-08-09,146.08999633789062,288.3299865722656,136.91299438476562,167.093505859375,237.9199981689453
2021-08-10,145.60000610351562,286.44000244140625,136.8070068359375,166.03399658203125,236.663330078125
2021-08-11,145.86000061035156,286.95001220703125,136.2790069580078,164.60549926757812,235.94000244140625
2021-08-12,148.88999938964844,289.80999755859375,137.19400024414062,165.1750030517578,240.75
2021-08-13,149.10000610351562,292.8500061035156,137.7274932861328,164.69850158691406,239.05667114257812
2021-08-16,151.1199951171875,294.6000061035156,138.3094940185547,164.94949340820312,228.72332763671875
2021-08-17,150.19000244140625,293.0799865722656,136.6614990234375,162.09800720214844,221.90333557128906
2021-08-18,146.36000061035156,290.7300109863281,135.44900512695312,160.06100463867188,229.663330078125
2021-08-19,146.6999969482422,296.7699890136719,135.67999267578125,159.3874969482422,224.49000549316406
2021-08-20,148.19000244140625,304.3599853515625,137.42950439453125,159.99749755859375,226.75332641601562
2021-08-23,149.7100067138672,304.6499938964844,140.04150390625,163.2935028076172,235.43333435058594
2021-08-24,149.6199951171875,302.6199951171875,141.26150512695312,165.28900146484375,236.163330078125
2021-08-25,148.36000061035156,302.010009765625,142.07899475097656,164.95899963378906,237.06666564941406
2021-08-26,147.5399932861328,299.0899963378906,141.4405059814453,165.8000030517578,233.72000122070312
2021-08-27,148.60000610351562,299.7200012207031,144.00399780273438,167.48150634765625,237.30667114257812
2021-08-30,153.1199951171875,303.5899963378906,144.5904998779297,171.07850646972656,243.6366729736328
2021-08-31,151.8300018310547,301.8800048828125,144.69749450683594,173.5395050048828,245.24000549316406
2021-09-01,152.50999450683594,301.8299865722656,145.2154998779297,173.9499969482422,244.69667053222656
2021-09-02,153.64999389648438,301.1499938964844,143.28700256347656,173.156005859375,244.1300048828125
2021-09-03,154.3000030517578,301.1400146484375,143.739501953125,173.90249633789062,244.52333068847656
2021-09-07,156.69000244140625,300.17999267578125,144.28050231933594,175.46449279785156,250.97332763671875
2021-09-08,155.11000061035156,300.2099914550781,143.6909942626953,176.27499389648438,251.2899932861328
2021-09-09,154.07000732421875,297.25,143.54100036621094,174.20799255371094,251.6199951171875
2021-09-10,148.97000122070312,295.7099914550781,140.87600708007812,173.45750427246094,245.42333984375
2021-09-13,149.5500030517578,296.989990234375,142.33250427246094,172.85850524902344,247.6666717529297
2021-09-14,148.1199951171875,299.7900085449219,142.54449462890625,172.5,248.163330078125
2021-09-15,149.02999877929688,304.82000732421875,144.42950439453125,173.7895050048828,251.94332885742188
2021-09-16,148.7899932861328,305.2200012207031,143.61000061035156,174.41200256347656,252.3300018310547
2021-09-17,146.05999755859375,299.8699951171875,140.8000030517578,173.12600708007812,253.163330078125
2021-09-20,142.94000244140625,294.29998779296875,138.71949768066406,167.7864990234375,243.38999938964844
2021-09-21,143.42999267578125,294.79998779296875,139.0330047607422,167.18150329589844,246.4600067138672
2021-09-22,145.85000610351562,298.5799865722656,140.2834930419922,169.00250244140625,250.64666748046875
2021-09-23,146.8300018310547,299.55999755859375,141.21600341796875,170.8000030517578,251.2133331298828
2021-09-24,146.9199981689453,299.3500061035156,142.21499633789062,171.2760009765625,258.1300048828125
2021-09-27,145.3699951171875,294.1700134277344,141.07200622558594,170.2899932861328,263.78668212890625
2021-09-28,141.91000366210938,283.5199890136719,135.8300018310547,165.79800415039062,259.1866760253906
2021-09-29,142.8300018310547,284.0,134.35350036621094,165.05599975585938,260.4366760253906
2021-09-30,141.5,281.9200134277344,133.67599487304688,164.2519989013672,258.49334716796875
2021-10-01,142.64999389648438,289.1000061035156,136.54299926757812,164.16299438476562,258.40667724609375
2021-10-04,139.13999938964844,283.1099853515625,133.6595001220703,159.48899841308594,260.510009765625
2021-10-05,141.11000061035156,288.760009765625,136.0229949951172,161.0500030517578,260.1966552734375
2021-10-06,142.0,293.1099853515625,137.56500244140625,163.10049438476562,260.9166564941406
2021-10-07,143.2899932861328,294.8500061035156,139.22500610351562,165.1215057373047,264.53668212890625
2021-10-08,142.89999389648438,294.8500061035156,139.78550720214844,164.43099975585938,261.8299865722656
2021-10-11,142.80999755859375,294.2300109863281,138.91400146484375,162.31500244140625,263.9800109863281
2021-10-12,141.50999450683594,292.8800048828125,136.44900512695312,162.3665008544922,268.5733337402344
2021-10-13,140.91000366210938,296.30999755859375,137.58200073242188,164.21400451660156,270.3599853515625
2021-10-14,143.75999450683594,302.75,141.1510009765625,164.9929962158203,272.7733459472656
2021-10-15,144.83999633789062,304.2099914550781,141.3679962158203,170.4510040283203,281.010009765625
2021-10-18,146.5500030517578,307.2900085449219,142.7779998779297,172.33700561523438,290.03668212890625
2021-10-19,148.75999450683594,308.2300109863281,143.23699951171875,172.20750427246094,288.0899963378906
2021-10-20,149.25999450683594,307.4100036621094,141.7689971923828,170.7530059814453,288.6000061035156
2021-10-21,149.47999572753906,310.760009765625,141.88600158691406,171.75050354003906,298.0
2021-10-22,148.69000244140625,309.1600036621094,137.56649780273438,166.77749633789062,303.2266540527344
2021-10-25,148.63999938964844,308.1300048828125,137.44700622558594,166.01849365234375,341.6199951171875
2021-10-26,149.32000732421875,310.1099853515625,139.30850219726562,168.80349731445312,339.4766540527344
2021-10-27,148.85000610351562,323.1700134277344,146.21749877929688,169.62449645996094,345.9533386230469
2021-10-28,152.57000732421875,324.3500061035156,145.8489990234375,172.32850646972656,359.0133361816406
2021-10-29,149.8000030517578,331.6199951171875,148.04600524902344,168.6215057373047,371.3333435058594
2021-11-01,148.9600067138672,329.3699951171875,143.4969940185547,165.90550231933594,402.86334228515625
2021-11-02,150.02000427246094,333.1300048828125,145.4324951171875,165.6374969482422,390.6666564941406
2021-11-03,151.49000549316406,334.0,146.59800720214844,169.1999969482422,404.6199951171875
2021-11-04,150.9600067138672,336.44000244140625,148.2675018310547,173.85000610351562,409.9700012207031
2021-11-05,151.27999877929688,336.05999755859375,148.8520050048828,175.94949340820312,407.36334228515625
2021-11-08,150.44000244140625,336.989990234375,149.031005859375,174.44900512695312,387.64666748046875
2021-11-09,150.80999755859375,335.95001220703125,148.9185028076172,178.81149291992188,341.1666564941406
2021-11-10,147.9199981689453,330.79998779296875,145.89349365234375,174.1024932861328,355.98333740234375
2021-11-11,147.8699951171875,332.42999267578125,145.76649475097656,173.625,354.5033264160156
2021-11-12,149.99000549316406,336.7200012207031,148.67799377441406,176.25750732421875,344.47332763671875
2021-11-15,150.0,336.07000732421875,148.45199584960938,177.28399658203125,337.7966613769531
2021-11-16,151.0,339.510009765625,147.87600708007812,177.03500366210938,351.57666015625
2021-11-17,153.49000549316406,339.1199951171875,148.0469970703125,177.4499969482422,363.0033264160156
2021-11-18,157.8699951171875,341.2699890136719,149.8385009765625,184.80299377441406,365.4599914550781
2021-11-19,160.5500030517578,343.1099853515625,148.92649841308594,183.82850646972656,379.0199890136719
2021-11-22,161.02000427246094,339.8299865722656,146.302001953125,178.6284942626953,385.6233215332031
2021-11-23,161.41000366210938,337.67999267578125,145.78199768066406,179.0019989013672,369.6766662597656
2021-11-24,161.94000244140625,337.9100036621094,146.1199951171875,179.02049255371094,372.0
2021-11-26,156.80999755859375,329.67999267578125,142.18299865722656,175.22799682617188,360.6400146484375
2021-11-29,160.24000549316406,336.6300048828125,145.53050231933594,178.07850646972656,378.9966735839844
2021-11-30,165.3000030517578,330.5899963378906,141.8975067138672,175.35350036621094,381.586669921875
2021-12-01,164.77000427246094,330.0799865722656,141.05149841308594,172.18600463867188,365.0
2021-12-02,163.75999450683594,329.489990234375,142.96600341796875,171.8679962158203,361.5333251953125
2021-12-03,161.83999633789062,323.010009765625,142.00149536132812,169.489501953125,338.3233337402344
2021-12-06,165.32000732421875,326.19000244140625,143.15499877929688,171.36849975585938,336.336669921875
2021-12-07,171.17999267578125,334.9200134277344,147.26950073242188,176.1645050048828,350.5833435058594
2021-12-08,175.0800018310547,334.9700012207031,148.18649291992188,176.1580047607422,356.32000732421875
2021-12-09,174.55999755859375,333.1000061035156,147.6385040283203,174.17100524902344,334.6000061035156
2021-12-10,179.4499969482422,342.5400085449219,148.00149536132812,172.21200561523438,339.010009765625
2021-12-13,175.74000549316406,339.3999938964844,145.82650756835938,169.5675048828125,322.13665771484375
2021-12-14,174.3300018310547,328.3399963378906,143.90699768066406,169.0915069580078,319.5033264160156
2021-12-15,179.3000030517578,334.6499938964844,146.4409942626953,173.31500244140625,325.3299865722656
2021-12-16,172.25999450683594,324.8999938964844,144.44500732421875,168.87100219726562,308.97332763671875
2021-12-17,171.13999938964844,323.79998779296875,141.72500610351562,170.0175018310547,310.8566589355469
2021-12-20,169.75,319.9100036621094,141.60699462890625,167.07899475097656,299.9800109863281
2021-12-21,172.99000549316406,327.2900085449219,143.47250366210938,170.41700744628906,312.84332275390625
2021-12-22,175.63999938964844,333.20001220703125,146.4149932861328,171.03700256347656,336.2900085449219
2021-12-23,176.27999877929688,334.69000244140625,146.91650390625,171.06849670410156,355.6666564941406
2021-12-27,180.3300018310547,342.45001220703125,147.906494140625,169.66949462890625,364.64666748046875
2021-12-28,179.2899932861328,341.25,146.68699645996094,170.66099548339844,362.8233337402344
2021-12-29,179.3800048828125,341.95001220703125,146.65499877929688,169.2010040283203,362.0633239746094
2021-12-30,178.1999969482422,339.32000732421875,146.20050048828125,168.64450073242188,356.7799987792969
2021-12-31,177.57000732421875,336.32000732421875,144.8520050048828,166.7169952392578,352.260009765625
2022-01-03,182.00999450683594,334.75,144.9915008544922,170.4044952392578,399.9266662597656
2022-01-04,179.6999969482422,329.010009765625,144.39950561523438,167.52200317382812,383.1966552734375
2022-01-05,174.9199981689453,316.3800048828125,137.77499389648438,164.35699462890625,362.7066650390625
2022-01-06,172.0,313.8800048828125,137.74749755859375,163.25399780273438,354.8999938964844
2022-01-07,172.1699981689453,314.0400085449219,137.01699829101562,162.5540008544922,342.32000732421875
2022-01-10,172.19000244140625,314.2699890136719,138.66949462890625,161.48599243164062,352.7066650390625
2022-01-11,175.0800018310547,314.9800109863281,139.73599243164062,165.36199951171875,354.79998779296875
2022-01-12,175.52999877929688,318.2699890136719,141.4304962158203,165.20700073242188,368.739990234375
2022-01-13,172.19000244140625,304.79998779296875,138.58700561523438,161.21400451660156,343.85333251953125
2022-01-14,173.07000732421875,310.20001220703125,139.48049926757812,162.13800048828125,349.8699951171875
2022-01-18,169.8000030517578,302.6499938964844,135.9980010986328,158.91749572753906,343.5033264160156
2022-01-19,166.22999572753906,303.3299865722656,135.1165008544922,156.2989959716797,331.8833312988281
2022-01-20,164.50999450683594,301.6000061035156,133.3074951171875,151.66749572753906,332.0899963378906
2022-01-21,162.41000366210938,296.0299987792969,130.35150146484375,142.64300537109375,314.6333312988281
2022-01-24,161.6199951171875,296.3699951171875,130.8040008544922,144.54400634765625,310.0
2022-01-25,159.77999877929688,288.489990234375,126.93499755859375,139.98599243164062,306.1333312988281
2022-01-26,159.69000244140625,296.7099914550781,129.23300170898438,138.87249755859375,312.4700012207031
2022-01-27,159.22000122070312,299.8399963378906,129.0050048828125,139.6374969482422,276.3666687011719
2022-01-28,170.3300018310547,308.260009765625,133.3509979248047,143.97799682617188,282.1166687011719
2022-01-31,174.77999877929688,310.9800109863281,135.30349731445312,149.57350158691406,312.239990234375
2022-02-01,174.61000061035156,308.760009765625,137.6439971923828,151.19349670410156,310.4166564941406
2022-02-02,175.83999633789062,313.4599914550781,148.0,150.6125030517578,301.88665771484375
2022-02-03,172.89999389648438,301.25,143.08999633789062,138.8455047607422,297.0466613769531
2022-02-04,172.38999938964844,305.94000244140625,143.29299926757812,157.63949584960938,307.7733459472656
2022-02-07,171.66000366210938,300.95001220703125,139.2010040283203,157.9355010986328,302.4466552734375
2022-02-08,174.8300018310547,304.55999755859375,139.3990020751953,161.4134979248047,307.3333435058594
2022-02-09,176.27999877929688,311.2099914550781,141.5919952392578,161.1894989013672,310.6666564941406
2022-02-10,172.1199951171875,302.3800048828125,138.6199951171875,159.0034942626953,301.51666259765625
2022-02-11,168.63999938964844,295.0400085449219,134.28250122070312,153.2935028076172,286.6666564941406
2022-02-14,168.8800048828125,295.0,135.5260009765625,155.16700744628906,291.9200134277344
2022-02-15,172.7899932861328,300.4700012207031,136.60850524902344,156.510498046875,307.4766540527344
2022-02-16,172.5500030517578,299.5,137.73800659179688,158.10049438476562,307.7966613769531
2022-02-17,168.8800048828125,290.7300109863281,132.53900146484375,154.65249633789062,292.1166687011719
2022-02-18,167.3000030517578,287.92999267578125,130.4029998779297,152.60150146484375,285.6600036621094
2022-02-22,164.32000732421875,287.7200012207031,129.81350708007812,150.19749450683594,273.84332275390625
2022-02-23,160.07000732421875,280.2699890136719,127.58799743652344,144.82699584960938,254.67999267578125
2022-02-24,162.74000549316406,294.5899963378906,132.6909942626953,151.35800170898438,266.92333984375
2022-02-25,164.85000610351562,297.30999755859375,134.45950317382812,153.7884979248047,269.9566650390625
2022-02-28,165.1199951171875,298.7900085449219,135.0570068359375,153.56300354003906,290.1433410644531
2022-03-01,163.1999969482422,294.95001220703125,134.06149291992188,151.14199829101562,288.1233215332031
2022-03-02,166.55999755859375,300.19000244140625,134.57150268554688,152.05250549316406,293.2966613769531
2022-03-03,166.22999572753906,295.9200134277344,133.89950561523438,147.89849853515625,279.7633361816406
2022-03-04,163.1699981689453,289.8599853515625,131.906494140625,145.64100646972656,279.42999267578125
2022-03-07,159.3000030517578,278.9100036621094,126.37850189208984,137.4530029296875,268.1933288574219
2022-03-08,157.44000244140625,275.8500061035156,127.10449981689453,136.01449584960938,274.79998779296875
2022-03-09,162.9499969482422,288.5,133.4199981689453,139.2790069580078,286.3233337402344
2022-03-10,158.52000427246094,285.5899963378906,132.42950439453125,146.8175048828125,279.4333190917969
2022-03-11,154.72999572753906,280.07000732421875,129.87049865722656,145.52450561523438,265.1166687011719
2022-03-14,150.6199951171875,276.44000244140625,125.95099639892578,141.85299682617188,255.4566650390625
2022-03-15,155.08999633789062,287.1499938964844,129.197998046875,147.3665008544922,267.2966613769531
2022-03-16,159.58999633789062,294.3900146484375,133.28050231933594,153.10400390625,280.07666015625
2022-03-17,160.6199951171875,295.2200012207031,133.83900451660156,157.23899841308594,290.5333251953125
2022-03-18,163.97999572753906,300.42999267578125,136.12550354003906,161.25050354003906,301.7966613769531
2022-03-21,165.3800048828125,299.1600036621094,136.10150146484375,161.4915008544922,307.0533447265625
2022-03-22,168.82000732421875,304.05999755859375,139.8679962158203,164.88900756835938,331.32666015625
2022-03-23,170.2100067138672,299.489990234375,138.27549743652344,163.4080047607422,333.03668212890625
2022-03-24,174.07000732421875,304.1000061035156,141.57200622558594,163.64950561523438,337.97332763671875
2022-03-25,174.72000122070312,303.67999267578125,141.67300415039062,164.77349853515625,336.8800048828125
2022-03-28,175.60000610351562,310.70001220703125,141.45550537109375,168.99049377441406,363.9466552734375
2022-03-29,178.9600067138672,315.4100036621094,142.5054931640625,169.31500244140625,366.5233459472656
2022-03-30,177.77000427246094,313.8599853515625,141.93850708007812,166.30099487304688,364.663330078125
2022-03-31,174.61000061035156,308.30999755859375,139.0675048828125,162.99749755859375,359.20001220703125
2022-04-01,174.30999755859375,309.4200134277344,140.15049743652344,163.55999755859375,361.5299987792969
2022-04-04,178.44000244140625,314.9700012207031,142.97149658203125,168.34649658203125,381.8166809082031
2022-04-05,175.05999755859375,310.8800048828125,140.59100341796875,164.05499267578125,363.7533264160156
2022-04-06,171.8300018310547,299.5,136.54800415039062,158.75599670410156,348.586669921875
2022-04-07,172.13999938964844,301.3699951171875,135.8885040283203,157.7845001220703,352.4200134277344
2022-04-08,170.08999633789062,296.9700012207031,133.28750610351562,154.4604949951172,341.8299865722656
2022-04-11,165.75,285.260009765625,128.82350158691406,151.1219940185547,325.30999755859375
2022-04-12,167.66000366210938,282.05999755859375,127.7145004272461,150.78750610351562,328.98333740234375
2022-04-13,170.39999389648438,287.6199951171875,129.8939971923828,155.54100036621094,340.7900085449219
2022-04-14,165.2899932861328,279.8299865722656,126.7300033569336,151.7064971923828,328.3333435058594
2022-04-18,165.07000732421875,280.5199890136719,127.67649841308594,152.78500366210938,334.7633361816406
2022-04-19,167.39999389648438,285.29998779296875,130.00900268554688,158.11549377441406,342.7166748046875
2022-04-20,167.22999572753906,286.3599853515625,128.0399932861328,153.9980010986328,325.73333740234375
2022-04-21,166.4199981689453,280.80999755859375,124.81449890136719,148.29600524902344,336.260009765625
2022-04-22,161.7899932861328,274.0299987792969,119.635498046875,144.35000610351562,335.01666259765625
2022-04-25,162.8800048828125,280.7200012207031,123.0739974975586,146.07400512695312,332.67333984375
2022-04-26,156.8000030517578,270.2200012207031,118.6500015258789,139.39100646972656,292.1400146484375
2022-04-27,156.57000732421875,283.2200012207031,114.29450225830078,138.16700744628906,293.836669921875
2022-04-28,163.63999938964844,289.6300048828125,118.52249908447266,144.59649658203125,292.5033264160156
2022-04-29,157.64999389648438,277.5199890136719,114.1094970703125,124.28150177001953,290.2533264160156
2022-05-02,157.9600067138672,284.4700012207031,116.58300018310547,124.5,300.9800109863281
2022-05-03,159.47999572753906,281.7799987792969,117.33399963378906,124.25350189208984,303.0833435058594
2022-05-04,166.02000427246094,289.9800109863281,122.26100158691406,125.92849731445312,317.5400085449219
2022-05-05,156.77000427246094,277.3500061035156,116.50550079345703,116.40699768066406,291.09332275390625
2022-05-06,157.27999877929688,274.7300109863281,115.74649810791016,114.77249908447266,288.54998779296875
2022-05-09,152.05999755859375,264.5799865722656,112.51100158691406,108.78900146484375,262.3699951171875
2022-05-10,154.50999450683594,269.5,114.3949966430664,108.85900115966797,266.67999267578125
2022-05-11,146.5,260.54998779296875,113.60250091552734,105.37200164794922,244.6666717529297
2022-05-12,142.55999755859375,255.35000610351562,112.84400177001953,106.93049621582031,242.6666717529297
2022-05-13,147.11000061035156,261.1199951171875,116.05049896240234,113.05500030517578,256.5299987792969
2022-05-16,145.5399932861328,261.5,114.44499969482422,110.81050109863281,241.4566650390625
2022-05-17,149.24000549316406,266.82000732421875,116.4729995727539,115.36849975585938,253.8699951171875
2022-05-18,140.82000732421875,254.0800018310547,111.89949798583984,107.11250305175781,236.60333251953125
